idx,YOLO_pred,LSTM_pred,YOLO_true,LSTM_true
2196,0,0,6,2
2200,0,0,6,2
2204,0,0,2,0
2208,0,0,2,0
2212,0,0,2,0
2216,0,0,2,0
2220,0,0,2,0
2224,0,0,2,0
2228,0,0,2,0
2232,0,0,2,0
2236,0,0,2,0
2240,0,0,2,0
2244,0,0,2,0
2248,0,0,2,0
2252,0,0,2,0
2256,0,0,2,0
2260,0,0,2,0
2264,0,0,0,0
2268,0,0,0,0
2272,0,0,0,0
2276,0,0,0,0
2280,0,0,0,0
2284,0,0,0,0
2288,0,0,0,0
2292,0,0,0,0
2296,3,0,0,0
2300,2,0,0,0
2304,0,0,0,0
2308,2,0,0,0
2312,0,0,0,0
2316,0,0,0,0
2320,0,0,0,0
2324,3,0,0,0
2328,2,1,0,0
2332,3,0,0,0
2336,2,1,0,0
2340,2,0,0,0
2344,3,0,0,0
2348,0,0,0,0
2352,3,0,0,0
2356,3,1,0,0
2360,3,1,0,0
2364,0,1,0,0
2368,3,2,0,0
2372,6,1,0,0
2376,3,2,0,0
2380,3,1,0,0
2384,4,1,0,0
2388,4,1,0,0
2392,1,1,1,0
2396,6,0,1,0
2400,1,2,1,0
2404,1,0,1,0
2408,6,0,1,0
2412,6,2,1,0
2416,6,2,1,0
2420,6,2,6,2
2424,6,2,6,2
2428,6,2,6,2
2432,6,2,6,2
2436,6,2,6,2
2440,6,2,6,2
2444,6,2,6,2
2448,6,2,6,2
2452,6,2,6,2
2456,6,2,6,2
2460,6,2,6,2
2464,6,2,6,2
2468,6,2,6,2
2472,6,2,6,2
2476,6,2,6,2
2480,6,2,6,2
2484,6,2,6,2
2488,6,2,6,2
2492,6,2,6,2
2496,6,2,6,2
2500,6,2,6,2
2504,6,2,6,2
2508,6,2,6,2
2512,6,2,6,2
2516,6,2,6,2
2520,6,2,6,2
2524,6,2,6,2
2528,6,2,6,2
2532,6,2,6,2
2536,6,2,6,2
2540,6,2,6,2
2544,6,2,6,2
2548,6,2,6,2
2552,6,2,6,2
2556,6,2,6,2
2560,6,2,6,2
2564,6,2,6,2
2568,6,2,6,2
2572,6,2,6,2
2576,6,2,6,2
2580,6,2,6,2
